"departure_airport","arrival_airport","per_month","people_flown","sum","piople","npa"
"Сочи - Sochi International Airport (AER)","Самара - Kurumoch International Airport (KUF)","08","1856","29566600.00","23641","average"
"Сочи - Sochi International Airport (AER)","Самара - Kurumoch International Airport (KUF)","05","1675","26835500.00","23641","average"
"Сочи - Sochi International Airport (AER)","Самара - Kurumoch International Airport (KUF)","06","3751","59841300.00","23641","average"
"Сочи - Sochi International Airport (AER)","Самара - Kurumoch International Airport (KUF)","07","3847","61398100.00","23641","average"
"Москва - Domodedovo International Airport (DME)","Самара - Kurumoch International Airport (KUF)","05","1687","17764000.00","23641","average"
"Москва - Domodedovo International Airport (DME)","Самара - Kurumoch International Airport (KUF)","07","4423","45964700.00","23641","average"
"Москва - Domodedovo International Airport (DME)","Санкт-Петербург - Pulkovo Airport (LED)","07","6154","54974900.00","116789","great"
"Тамбов - Donskoye Airport (TBW)","Санкт-Петербург - Pulkovo Airport (LED)","05","48","499200.00","116789","great"
"Тамбов - Donskoye Airport (TBW)","Санкт-Петербург - Pulkovo Airport (LED)","06","124","1289600.00","116789","great"
"Тамбов - Donskoye Airport (TBW)","Санкт-Петербург - Pulkovo Airport (LED)","07","124","1289600.00","116789","great"
"Тамбов - Donskoye Airport (TBW)","Санкт-Петербург - Pulkovo Airport (LED)","08","56","582400.00","116789","great"
"Воронеж - Voronezh International Airport (VOZ)","Санкт-Петербург - Pulkovo Airport (LED)","08","107","1132500.00","116789","great"
"Воронеж - Voronezh International Airport (VOZ)","Санкт-Петербург - Pulkovo Airport (LED)","07","240","2540000.00","116789","great"
"Воронеж - Voronezh International Airport (VOZ)","Санкт-Петербург - Pulkovo Airport (LED)","06","238","2522000.00","116789","great"
"Воронеж - Voronezh International Airport (VOZ)","Санкт-Петербург - Pulkovo Airport (LED)","05","88","930000.00","116789","great"
"Нижневартовск - Nizhnevartovsk Airport (NJC)","Санкт-Петербург - Pulkovo Airport (LED)","05","137","3441300.00","116789","great"
"Хабаровск - Khabarovsk-Novy Airport (KHV)","Санкт-Петербург - Pulkovo Airport (LED)","05","1090","85193100.00","116789","great"
"Хабаровск - Khabarovsk-Novy Airport (KHV)","Санкт-Петербург - Pulkovo Airport (LED)","06","3798","301938400.00","116789","great"
"Нижневартовск - Nizhnevartovsk Airport (NJC)","Санкт-Петербург - Pulkovo Airport (LED)","06","377","9477300.00","116789","great"
"Нижневартовск - Nizhnevartovsk Airport (NJC)","Санкт-Петербург - Pulkovo Airport (LED)","07","392","9830800.00","116789","great"
"Хабаровск - Khabarovsk-Novy Airport (KHV)","Санкт-Петербург - Pulkovo Airport (LED)","07","3945","311786800.00","116789","great"
"Хабаровск - Khabarovsk-Novy Airport (KHV)","Санкт-Петербург - Pulkovo Airport (LED)","08","1929","153483700.00","116789","great"
"Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","Санкт-Петербург - Pulkovo Airport (LED)","08","715","7883600.00","116789","great"
"Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","Санкт-Петербург - Pulkovo Airport (LED)","07","1548","17315700.00","116789","great"
"Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","Санкт-Петербург - Pulkovo Airport (LED)","06","1493","16630600.00","116789","great"
"Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","Санкт-Петербург - Pulkovo Airport (LED)","05","564","6511200.00","116789","great"
"Череповец - Cherepovets Airport (CEE)","Санкт-Петербург - Pulkovo Airport (LED)","08","23","101200.00","116789","great"
"Череповец - Cherepovets Airport (CEE)","Санкт-Петербург - Pulkovo Airport (LED)","07","58","255200.00","116789","great"
"Череповец - Cherepovets Airport (CEE)","Санкт-Петербург - Pulkovo Airport (LED)","06","46","202400.00","116789","great"
"Нижневартовск - Nizhnevartovsk Airport (NJC)","Санкт-Петербург - Pulkovo Airport (LED)","08","175","4392500.00","116789","great"
"Элиста - Elista Airport (ESL)","Санкт-Петербург - Pulkovo Airport (LED)","08","66","1171800.00","116789","great"
"Элиста - Elista Airport (ESL)","Санкт-Петербург - Pulkovo Airport (LED)","07","143","2530400.00","116789","great"
"Москва - Sheremetyevo International Airport (SVO)","Санкт-Петербург - Pulkovo Airport (LED)","05","4468","35826600.00","116789","great"
"Москва - Sheremetyevo International Airport (SVO)","Санкт-Петербург - Pulkovo Airport (LED)","06","9960","79777200.00","116789","great"
"Москва - Sheremetyevo International Airport (SVO)","Санкт-Петербург - Pulkovo Airport (LED)","07","10316","82731000.00","116789","great"
"Москва - Sheremetyevo International Airport (SVO)","Санкт-Петербург - Pulkovo Airport (LED)","08","4883","39072000.00","116789","great"
"Элиста - Elista Airport (ESL)","Санкт-Петербург - Pulkovo Airport (LED)","06","121","2150000.00","116789","great"
"Элиста - Elista Airport (ESL)","Санкт-Петербург - Pulkovo Airport (LED)","05","9","158400.00","116789","great"
"Ноябрьск - Noyabrsk Airport (NOJ)","Санкт-Петербург - Pulkovo Airport (LED)","05","45","1071600.00","116789","great"
"Иркутск - Irkutsk Airport (IKT)","Санкт-Петербург - Pulkovo Airport (LED)","05","963","57592300.00","116789","great"
"Иркутск - Irkutsk Airport (IKT)","Санкт-Петербург - Pulkovo Airport (LED)","06","4364","258999600.00","116789","great"
"Ноябрьск - Noyabrsk Airport (NOJ)","Санкт-Петербург - Pulkovo Airport (LED)","06","217","5171600.00","116789","great"
"Череповец - Cherepovets Airport (CEE)","Санкт-Петербург - Pulkovo Airport (LED)","05","11","48400.00","116789","great"
"Ноябрьск - Noyabrsk Airport (NOJ)","Санкт-Петербург - Pulkovo Airport (LED)","07","217","5171600.00","116789","great"
"Ноябрьск - Noyabrsk Airport (NOJ)","Санкт-Петербург - Pulkovo Airport (LED)","08","103","2447600.00","116789","great"
"Якутск - Yakutsk Airport (YKS)","Санкт-Петербург - Pulkovo Airport (LED)","08","196","12907300.00","116789","great"
"Якутск - Yakutsk Airport (YKS)","Санкт-Петербург - Pulkovo Airport (LED)","07","410","25736400.00","116789","great"
"Якутск - Yakutsk Airport (YKS)","Санкт-Петербург - Pulkovo Airport (LED)","06","408","26104500.00","116789","great"
"Москва - Vnukovo International Airport (VKO)","Санкт-Петербург - Pulkovo Airport (LED)","05","2379","20002200.00","116789","great"
"Москва - Vnukovo International Airport (VKO)","Санкт-Петербург - Pulkovo Airport (LED)","06","6490","54555800.00","116789","great"
"Москва - Vnukovo International Airport (VKO)","Санкт-Петербург - Pulkovo Airport (LED)","07","6675","55976100.00","116789","great"
"Москва - Vnukovo International Airport (VKO)","Санкт-Петербург - Pulkovo Airport (LED)","08","3247","27047100.00","116789","great"
"Калуга - Grabtsevo Airport (KLF)","Санкт-Петербург - Pulkovo Airport (LED)","05","78","538200.00","116789","great"
"Калуга - Grabtsevo Airport (KLF)","Санкт-Петербург - Pulkovo Airport (LED)","06","202","1393800.00","116789","great"
"Калуга - Grabtsevo Airport (KLF)","Санкт-Петербург - Pulkovo Airport (LED)","07","201","1386900.00","116789","great"
"Калуга - Grabtsevo Airport (KLF)","Санкт-Петербург - Pulkovo Airport (LED)","08","98","676200.00","116789","great"
"Якутск - Yakutsk Airport (YKS)","Санкт-Петербург - Pulkovo Airport (LED)","05","131","8486900.00","116789","great"
"Чебоксары - Cheboksary Airport (CSY)","Санкт-Петербург - Pulkovo Airport (LED)","06","2184","29689800.00","116789","great"
"Чебоксары - Cheboksary Airport (CSY)","Санкт-Петербург - Pulkovo Airport (LED)","07","2243","30555900.00","116789","great"
"Чебоксары - Cheboksary Airport (CSY)","Санкт-Петербург - Pulkovo Airport (LED)","08","1091","14705800.00","116789","great"
"Москва - Domodedovo International Airport (DME)","Санкт-Петербург - Pulkovo Airport (LED)","05","1980","17694900.00","116789","great"
"Москва - Domodedovo International Airport (DME)","Санкт-Петербург - Pulkovo Airport (LED)","06","5907","52912400.00","116789","great"
"Москва - Domodedovo International Airport (DME)","Санкт-Петербург - Pulkovo Airport (LED)","08","2881","25791500.00","116789","great"
"Казань - Kazan International Airport (KZN)","Санкт-Петербург - Pulkovo Airport (LED)","08","500","7564900.00","116789","great"
"Казань - Kazan International Airport (KZN)","Санкт-Петербург - Pulkovo Airport (LED)","07","1068","16287300.00","116789","great"
"Казань - Kazan International Airport (KZN)","Санкт-Петербург - Pulkovo Airport (LED)","06","1019","15667900.00","116789","great"
"Казань - Kazan International Airport (KZN)","Санкт-Петербург - Pulkovo Airport (LED)","05","355","5492300.00","116789","great"
"Киров - Pobedilovo Airport (KVX)","Санкт-Петербург - Pulkovo Airport (LED)","08","1322","18071800.00","116789","great"
"Киров - Pobedilovo Airport (KVX)","Санкт-Петербург - Pulkovo Airport (LED)","07","2758","37757500.00","116789","great"
"Киров - Pobedilovo Airport (KVX)","Санкт-Петербург - Pulkovo Airport (LED)","06","2695","36862700.00","116789","great"
"Киров - Pobedilovo Airport (KVX)","Санкт-Петербург - Pulkovo Airport (LED)","05","825","11186000.00","116789","great"
"Оренбург - Orenburg Central Airport (REN)","Санкт-Петербург - Pulkovo Airport (LED)","05","105","1892100.00","116789","great"
"Оренбург - Orenburg Central Airport (REN)","Санкт-Петербург - Pulkovo Airport (LED)","06","279","5026500.00","116789","great"
"Оренбург - Orenburg Central Airport (REN)","Санкт-Петербург - Pulkovo Airport (LED)","07","299","5382700.00","116789","great"
"Оренбург - Orenburg Central Airport (REN)","Санкт-Петербург - Pulkovo Airport (LED)","08","152","2737000.00","116789","great"
"Чебоксары - Cheboksary Airport (CSY)","Санкт-Петербург - Pulkovo Airport (LED)","05","748","9817700.00","116789","great"
"Иркутск - Irkutsk Airport (IKT)","Санкт-Петербург - Pulkovo Airport (LED)","07","4498","265865800.00","116789","great"
"Иркутск - Irkutsk Airport (IKT)","Санкт-Петербург - Pulkovo Airport (LED)","08","2181","130082300.00","116789","great"
"Тюмень - Roshchino International Airport (TJM)","Санкт-Петербург - Pulkovo Airport (LED)","08","312","6386100.00","116789","great"
"Тюмень - Roshchino International Airport (TJM)","Санкт-Петербург - Pulkovo Airport (LED)","07","660","13498800.00","116789","great"
"Тюмень - Roshchino International Airport (TJM)","Санкт-Петербург - Pulkovo Airport (LED)","06","642","13143900.00","116789","great"
"Тюмень - Roshchino International Airport (TJM)","Санкт-Петербург - Pulkovo Airport (LED)","05","215","4398100.00","116789","great"
"Москва - Sheremetyevo International Airport (SVO)","Саранск - Saransk Airport (SKX)","05","201","1092900.00","2135","very few"
"Москва - Vnukovo International Airport (VKO)","Саранск - Saransk Airport (SKX)","06","239","1275700.00","2135","very few"
"Москва - Vnukovo International Airport (VKO)","Саранск - Saransk Airport (SKX)","05","89","474700.00","2135","very few"
"Москва - Sheremetyevo International Airport (SVO)","Саранск - Saransk Airport (SKX)","08","247","1341300.00","2135","very few"
"Москва - Sheremetyevo International Airport (SVO)","Саранск - Saransk Airport (SKX)","07","502","2730800.00","2135","very few"
"Москва - Vnukovo International Airport (VKO)","Саранск - Saransk Airport (SKX)","07","247","1318700.00","2135","very few"
"Москва - Sheremetyevo International Airport (SVO)","Саранск - Saransk Airport (SKX)","06","492","2675300.00","2135","very few"
"Москва - Vnukovo International Airport (VKO)","Саранск - Saransk Airport (SKX)","08","118","631400.00","2135","very few"
"Москва - Vnukovo International Airport (VKO)","Саратов - Saratov Central Airport (RTW)","07","399","3012800.00","4107","very few"
"Москва - Domodedovo International Airport (DME)","Саратов - Saratov Central Airport (RTW)","06","775","5458600.00","4107","very few"
"Москва - Domodedovo International Airport (DME)","Саратов - Saratov Central Airport (RTW)","05","301","2128000.00","4107","very few"
"Ульяновск - Ulyanovsk East Airport (ULY)","Саратов - Saratov Central Airport (RTW)","05","119","464100.00","4107","very few"
"Ульяновск - Ulyanovsk East Airport (ULY)","Саратов - Saratov Central Airport (RTW)","07","260","1014000.00","4107","very few"
"Москва - Domodedovo International Airport (DME)","Саратов - Saratov Central Airport (RTW)","07","783","5523000.00","4107","very few"
"Москва - Vnukovo International Airport (VKO)","Саратов - Saratov Central Airport (RTW)","05","146","1102000.00","4107","very few"
"Москва - Vnukovo International Airport (VKO)","Саратов - Saratov Central Airport (RTW)","06","383","2895600.00","4107","very few"
"Москва - Domodedovo International Airport (DME)","Саратов - Saratov Central Airport (RTW)","08","376","2654400.00","4107","very few"
"Ульяновск - Ulyanovsk East Airport (ULY)","Саратов - Saratov Central Airport (RTW)","08","121","471900.00","4107","very few"
"Ульяновск - Ulyanovsk East Airport (ULY)","Саратов - Saratov Central Airport (RTW)","06","259","1010100.00","4107","very few"
"Москва - Vnukovo International Airport (VKO)","Саратов - Saratov Central Airport (RTW)","08","185","1396600.00","4107","very few"
"Москва - Sheremetyevo International Airport (SVO)","Советский - Sovetskiy Airport (OVS)","06","1429","29081000.00","22471","average"
"Красноярск - Yemelyanovo Airport (KJA)","Советский - Sovetskiy Airport (OVS)","08","754","16474000.00","22471","average"
"Красноярск - Yemelyanovo Airport (KJA)","Советский - Sovetskiy Airport (OVS)","07","1551","33997700.00","22471","average"
"Красноярск - Yemelyanovo Airport (KJA)","Советский - Sovetskiy Airport (OVS)","06","1485","32669400.00","22471","average"
"Красноярск - Yemelyanovo Airport (KJA)","Советский - Sovetskiy Airport (OVS)","05","704","15389200.00","22471","average"
"Сургут - Surgut Airport (SGC)","Советский - Sovetskiy Airport (OVS)","07","1192","7316900.00","22471","average"
"Нижневартовск - Nizhnevartovsk Airport (NJC)","Советский - Sovetskiy Airport (OVS)","08","603","4192200.00","22471","average"
"Сургут - Surgut Airport (SGC)","Советский - Sovetskiy Airport (OVS)","08","557","3443900.00","22471","average"
"Нижневартовск - Nizhnevartovsk Airport (NJC)","Советский - Sovetskiy Airport (OVS)","07","1230","8554200.00","22471","average"
"Нижневартовск - Nizhnevartovsk Airport (NJC)","Советский - Sovetskiy Airport (OVS)","06","1212","8434200.00","22471","average"
"Нижневартовск - Nizhnevartovsk Airport (NJC)","Советский - Sovetskiy Airport (OVS)","05","229","1593400.00","22471","average"
"Москва - Domodedovo International Airport (DME)","Советский - Sovetskiy Airport (OVS)","05","602","12266600.00","22471","average"
"Москва - Domodedovo International Airport (DME)","Советский - Sovetskiy Airport (OVS)","06","2536","51196100.00","22471","average"
"Москва - Domodedovo International Airport (DME)","Советский - Sovetskiy Airport (OVS)","07","2600","52939400.00","22471","average"
"Москва - Domodedovo International Airport (DME)","Советский - Sovetskiy Airport (OVS)","08","1264","25665800.00","22471","average"
"Сургут - Surgut Airport (SGC)","Советский - Sovetskiy Airport (OVS)","05","503","3038100.00","22471","average"
"Москва - Sheremetyevo International Airport (SVO)","Советский - Sovetskiy Airport (OVS)","08","668","13428900.00","22471","average"
"Москва - Sheremetyevo International Airport (SVO)","Советский - Sovetskiy Airport (OVS)","07","1485","30055700.00","22471","average"
"Москва - Sheremetyevo International Airport (SVO)","Советский - Sovetskiy Airport (OVS)","05","706","14147800.00","22471","average"
"Сургут - Surgut Airport (SGC)","Советский - Sovetskiy Airport (OVS)","06","1161","7135700.00","22471","average"
"Москва - Sheremetyevo International Airport (SVO)","Сочи - Sochi International Airport (AER)","05","4187","72030100.00","59988","great"
"Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","Сочи - Sochi International Airport (AER)","06","120","1758200.00","59988","great"
"Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","Сочи - Sochi International Airport (AER)","07","143","2087500.00","59988","great"
"Москва - Vnukovo International Airport (VKO)","Сочи - Sochi International Airport (AER)","08","2429","42311500.00","59988","great"
"Москва - Vnukovo International Airport (VKO)","Сочи - Sochi International Airport (AER)","06","4881","84760800.00","59988","great"
"Когалым - Kogalym International Airport (KGP)","Сочи - Sochi International Airport (AER)","07","84","2832800.00","59988","great"
"Когалым - Kogalym International Airport (KGP)","Сочи - Sochi International Airport (AER)","08","34","1348900.00","59988","great"
"Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","Сочи - Sochi International Airport (AER)","05","50","730600.00","59988","great"
"Белгород - Belgorod International Airport (EGO)","Сочи - Sochi International Airport (AER)","08","68","571200.00","59988","great"
"Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","Сочи - Sochi International Airport (AER)","08","63","916300.00","59988","great"
"Самара - Kurumoch International Airport (KUF)","Сочи - Sochi International Airport (AER)","06","3610","57401300.00","59988","great"
"Белгород - Belgorod International Airport (EGO)","Сочи - Sochi International Airport (AER)","07","135","1134000.00","59988","great"
"Белгород - Belgorod International Airport (EGO)","Сочи - Sochi International Airport (AER)","06","130","1092000.00","59988","great"
"Белгород - Belgorod International Airport (EGO)","Сочи - Sochi International Airport (AER)","05","22","184800.00","59988","great"
"Москва - Sheremetyevo International Airport (SVO)","Сочи - Sochi International Airport (AER)","08","4560","78829700.00","59988","great"
"Ростов-на-Дону - Rostov-on-Don Airport (ROV)","Сочи - Sochi International Airport (AER)","08","752","4040900.00","59988","great"
"Новокузнецк - Spichenkovo Airport (NOZ)","Сочи - Sochi International Airport (AER)","07","186","8078000.00","59988","great"
"Новокузнецк - Spichenkovo Airport (NOZ)","Сочи - Sochi International Airport (AER)","08","92","3720400.00","59988","great"
"Новокузнецк - Spichenkovo Airport (NOZ)","Сочи - Sochi International Airport (AER)","06","157","6764400.00","59988","great"
"Ростов-на-Дону - Rostov-on-Don Airport (ROV)","Сочи - Sochi International Airport (AER)","05","665","3439500.00","59988","great"
"Красноярск - Yemelyanovo Airport (KJA)","Сочи - Sochi International Airport (AER)","05","82","4228000.00","59988","great"
"Красноярск - Yemelyanovo Airport (KJA)","Сочи - Sochi International Airport (AER)","06","392","20541800.00","59988","great"
"Красноярск - Yemelyanovo Airport (KJA)","Сочи - Sochi International Airport (AER)","07","386","20448200.00","59988","great"
"Красноярск - Yemelyanovo Airport (KJA)","Сочи - Sochi International Airport (AER)","08","169","9367900.00","59988","great"
"Москва - Vnukovo International Airport (VKO)","Сочи - Sochi International Airport (AER)","05","2395","41438200.00","59988","great"
"Самара - Kurumoch International Airport (KUF)","Сочи - Sochi International Airport (AER)","05","798","12677600.00","59988","great"
"Новокузнецк - Spichenkovo Airport (NOZ)","Сочи - Sochi International Airport (AER)","05","38","1641200.00","59988","great"
"Самара - Kurumoch International Airport (KUF)","Сочи - Sochi International Airport (AER)","07","3705","58806000.00","59988","great"
"Самара - Kurumoch International Airport (KUF)","Сочи - Sochi International Airport (AER)","08","1777","28417500.00","59988","great"
"Когалым - Kogalym International Airport (KGP)","Сочи - Sochi International Airport (AER)","06","63","2541800.00","59988","great"
"Когалым - Kogalym International Airport (KGP)","Сочи - Sochi International Airport (AER)","05","4","122400.00","59988","great"
"Москва - Sheremetyevo International Airport (SVO)","Сочи - Sochi International Airport (AER)","07","10057","174205300.00","59988","great"
"Москва - Vnukovo International Airport (VKO)","Сочи - Sochi International Airport (AER)","07","5062","88161800.00","59988","great"
"Москва - Sheremetyevo International Airport (SVO)","Сочи - Sochi International Airport (AER)","06","9717","168503000.00","59988","great"
"Ростов-на-Дону - Rostov-on-Don Airport (ROV)","Сочи - Sochi International Airport (AER)","06","1483","7755100.00","59988","great"
"Ростов-на-Дону - Rostov-on-Don Airport (ROV)","Сочи - Sochi International Airport (AER)","07","1492","7980400.00","59988","great"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Ставрополь - Stavropol Shpakovskoye Airport (STW)","06","219","3932200.00","3027","very few"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Ставрополь - Stavropol Shpakovskoye Airport (STW)","07","246","4419600.00","3027","very few"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Ставрополь - Stavropol Shpakovskoye Airport (STW)","08","116","2081800.00","3027","very few"
"Москва - Sheremetyevo International Airport (SVO)","Ставрополь - Stavropol Shpakovskoye Airport (STW)","05","221","2778100.00","3027","very few"
"Москва - Sheremetyevo International Airport (SVO)","Ставрополь - Stavropol Shpakovskoye Airport (STW)","06","553","6972300.00","3027","very few"
"Москва - Sheremetyevo International Airport (SVO)","Ставрополь - Stavropol Shpakovskoye Airport (STW)","07","577","7265800.00","3027","very few"
"Москва - Sheremetyevo International Airport (SVO)","Ставрополь - Stavropol Shpakovskoye Airport (STW)","08","277","3493700.00","3027","very few"
"Москва - Vnukovo International Airport (VKO)","Ставрополь - Stavropol Shpakovskoye Airport (STW)","08","126","1544400.00","3027","very few"
"Москва - Vnukovo International Airport (VKO)","Ставрополь - Stavropol Shpakovskoye Airport (STW)","07","276","3400800.00","3027","very few"
"Москва - Vnukovo International Airport (VKO)","Ставрополь - Stavropol Shpakovskoye Airport (STW)","06","263","3231400.00","3027","very few"
"Москва - Vnukovo International Airport (VKO)","Ставрополь - Stavropol Shpakovskoye Airport (STW)","05","101","1240600.00","3027","very few"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Ставрополь - Stavropol Shpakovskoye Airport (STW)","05","52","934100.00","3027","very few"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Стрежевой - Strezhevoy Airport (SWT)","06","7","78400.00","22","very few"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Стрежевой - Strezhevoy Airport (SWT)","05","3","33600.00","22","very few"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Стрежевой - Strezhevoy Airport (SWT)","08","3","33600.00","22","very few"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Стрежевой - Strezhevoy Airport (SWT)","07","9","100800.00","22","very few"
"Советский - Sovetskiy Airport (OVS)","Сургут - Surgut Airport (SGC)","06","1191","7344200.00","8213","very few"
"Екатеринбург - Koltsovo Airport (SVX)","Сургут - Surgut Airport (SGC)","07","1541","16921300.00","8213","very few"
"Екатеринбург - Koltsovo Airport (SVX)","Сургут - Surgut Airport (SGC)","06","1491","16427600.00","8213","very few"
"Екатеринбург - Koltsovo Airport (SVX)","Сургут - Surgut Airport (SGC)","05","676","7518300.00","8213","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Сургут - Surgut Airport (SGC)","05","64","571400.00","8213","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Сургут - Surgut Airport (SGC)","06","164","1468600.00","8213","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Сургут - Surgut Airport (SGC)","07","177","1588800.00","8213","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Сургут - Surgut Airport (SGC)","08","79","713000.00","8213","very few"
"Советский - Sovetskiy Airport (OVS)","Сургут - Surgut Airport (SGC)","08","581","3589700.00","8213","very few"
"Советский - Sovetskiy Airport (OVS)","Сургут - Surgut Airport (SGC)","07","1208","7405600.00","8213","very few"
"Екатеринбург - Koltsovo Airport (SVX)","Сургут - Surgut Airport (SGC)","08","749","8421500.00","8213","very few"
"Советский - Sovetskiy Airport (OVS)","Сургут - Surgut Airport (SGC)","05","292","1840400.00","8213","very few"
"Магадан - Sokol Airport (GDX)","Сыктывкар - Syktyvkar Airport (SCW)","08","95","6119600.00","24009","average"
"Москва - Domodedovo International Airport (DME)","Сыктывкар - Syktyvkar Airport (SCW)","08","2097","26914200.00","24009","average"
"Нижнекамск - Begishevo Airport (NBC)","Сыктывкар - Syktyvkar Airport (SCW)","06","138","979800.00","24009","average"
"Нижнекамск - Begishevo Airport (NBC)","Сыктывкар - Syktyvkar Airport (SCW)","08","67","475700.00","24009","average"
"Нижнекамск - Begishevo Airport (NBC)","Сыктывкар - Syktyvkar Airport (SCW)","07","135","958500.00","24009","average"
"Магадан - Sokol Airport (GDX)","Сыктывкар - Syktyvkar Airport (SCW)","07","121","7783700.00","24009","average"
"Екатеринбург - Koltsovo Airport (SVX)","Сыктывкар - Syktyvkar Airport (SCW)","08","1914","17913300.00","24009","average"
"Магадан - Sokol Airport (GDX)","Сыктывкар - Syktyvkar Airport (SCW)","06","122","7447000.00","24009","average"
"Магадан - Sokol Airport (GDX)","Сыктывкар - Syktyvkar Airport (SCW)","05","17","834500.00","24009","average"
"Екатеринбург - Koltsovo Airport (SVX)","Сыктывкар - Syktyvkar Airport (SCW)","07","3938","36918200.00","24009","average"
"Екатеринбург - Koltsovo Airport (SVX)","Сыктывкар - Syktyvkar Airport (SCW)","06","3794","35576500.00","24009","average"
"Екатеринбург - Koltsovo Airport (SVX)","Сыктывкар - Syktyvkar Airport (SCW)","05","1752","16423100.00","24009","average"
"Москва - Domodedovo International Airport (DME)","Сыктывкар - Syktyvkar Airport (SCW)","05","1090","14364800.00","24009","average"
"Москва - Domodedovo International Airport (DME)","Сыктывкар - Syktyvkar Airport (SCW)","06","4264","55733600.00","24009","average"
"Москва - Domodedovo International Airport (DME)","Сыктывкар - Syktyvkar Airport (SCW)","07","4419","57508600.00","24009","average"
"Нижнекамск - Begishevo Airport (NBC)","Сыктывкар - Syktyvkar Airport (SCW)","05","46","326600.00","24009","average"
"Санкт-Петербург - Pulkovo Airport (LED)","Тамбов - Donskoye Airport (TBW)","06","128","1331200.00","1136","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Тамбов - Donskoye Airport (TBW)","07","120","1248000.00","1136","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Тамбов - Donskoye Airport (TBW)","08","61","634400.00","1136","very few"
"Москва - Domodedovo International Airport (DME)","Тамбов - Donskoye Airport (TBW)","08","143","529100.00","1136","very few"
"Москва - Domodedovo International Airport (DME)","Тамбов - Donskoye Airport (TBW)","06","273","1010100.00","1136","very few"
"Москва - Domodedovo International Airport (DME)","Тамбов - Donskoye Airport (TBW)","05","81","299700.00","1136","very few"
"Москва - Domodedovo International Airport (DME)","Тамбов - Donskoye Airport (TBW)","07","297","1098900.00","1136","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Тамбов - Donskoye Airport (TBW)","05","33","343200.00","1136","very few"
"Абакан - Abakan Airport (ABA)","Томск - Bogashevo Airport (TOF)","08","159","779100.00","7865","very few"
"Москва - Sheremetyevo International Airport (SVO)","Томск - Bogashevo Airport (TOF)","08","646","23212700.00","7865","very few"
"Волгоград - Volgograd International Airport (VOG)","Томск - Bogashevo Airport (TOF)","05","70","2621200.00","7865","very few"
"Волгоград - Volgograd International Airport (VOG)","Томск - Bogashevo Airport (TOF)","06","187","6926400.00","7865","very few"
"Абакан - Abakan Airport (ABA)","Томск - Bogashevo Airport (TOF)","05","83","406700.00","7865","very few"
"Архангельск - Talagi Airport (ARH)","Томск - Bogashevo Airport (TOF)","08","70","1792800.00","7865","very few"
"Архангельск - Talagi Airport (ARH)","Томск - Bogashevo Airport (TOF)","07","161","4126300.00","7865","very few"
"Архангельск - Talagi Airport (ARH)","Томск - Bogashevo Airport (TOF)","06","139","3567900.00","7865","very few"
"Архангельск - Talagi Airport (ARH)","Томск - Bogashevo Airport (TOF)","05","73","1874500.00","7865","very few"
"Москва - Sheremetyevo International Airport (SVO)","Томск - Bogashevo Airport (TOF)","07","1331","48451000.00","7865","very few"
"Москва - Sheremetyevo International Airport (SVO)","Томск - Bogashevo Airport (TOF)","06","1265","46091200.00","7865","very few"
"Москва - Sheremetyevo International Airport (SVO)","Томск - Bogashevo Airport (TOF)","05","477","16907600.00","7865","very few"
"Абакан - Abakan Airport (ABA)","Томск - Bogashevo Airport (TOF)","06","299","1465100.00","7865","very few"
"Абакан - Abakan Airport (ABA)","Томск - Bogashevo Airport (TOF)","07","330","1617000.00","7865","very few"
"Волгоград - Volgograd International Airport (VOG)","Томск - Bogashevo Airport (TOF)","08","82","2962000.00","7865","very few"
"Волгоград - Volgograd International Airport (VOG)","Томск - Bogashevo Airport (TOF)","07","196","7000400.00","7865","very few"
"Москва - Domodedovo International Airport (DME)","Томск - Bogashevo Airport (TOF)","05","276","9534000.00","7865","very few"
"Москва - Domodedovo International Airport (DME)","Томск - Bogashevo Airport (TOF)","06","791","28525600.00","7865","very few"
"Москва - Domodedovo International Airport (DME)","Томск - Bogashevo Airport (TOF)","07","789","28757300.00","7865","very few"
